eth_src,eth_dst,eth_type,ip_version,ip_ihl,ip_tos,ip_len,ip_id,ip_flags,ip_frag,ip_ttl,ip_proto,ip_chksum,ip_src,ip_dst,ip_options,tcp_sport,tcp_dport,tcp_seq,tcp_ack,tcp_dataofs,tcp_reserved,tcp_flags,tcp_window,tcp_chksum,tcp_urgptr,tcp_options,tcp_flag_fin,tcp_flag_syn,tcp_flag_rst,tcp_flag_psh,tcp_flag_ack,tcp_flag_urg,tcp_flag_ece,tcp_flag_cwr,tcp_flag_ns,udp_sport,udp_dport,udp_len,udp_chksum,icmp_type,icmp_code,icmp_chksum,icmp_id,icmp_seq,arp_hwtype,arp_ptype,arp_hwlen,arp_plen,arp_op,arp_hwsrc,arp_psrc,arp_hwdst,arp_pdst,dns_id,dns_qr,dns_opcode,dns_aa,dns_tc,dns_rd,dns_ra,dns_z,dns_ad,dns_cd,dns_rcode,dns_qdcount,dns_ancount,dns_nscount,dns_arcount,dns_qname,dns_qtype,dns_qclass,dns_rrname,dns_rrtype,dns_rrclass,dns_rrttl,dns_rdata,http_method,http_host,http_path,http_user_agent,http_accept,http_accept_language,http_accept_encoding,http_connection,http_status_code,http_server,http_content_type,raw_load,time,Label
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52080.0,80.0,1640223130.0,657472207.0,5.0,0.0,A,249.0,19002.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.274837,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,2590.0,DF,0.0,64.0,6.0,11547.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699243.0,0.0,10.0,0.0,S,32120.0,27686.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659095855, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.288878,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20016.0,,0.0,128.0,6.0,59668.0,192.168.1.3,10.211.55.5,[],80.0,52084.0,1910804793.0,2381699244.0,7.0,0.0,SA,32768.0,51973.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.291072,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,2591.0,DF,0.0,64.0,6.0,11566.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699244.0,1910804794.0,5.0,0.0,A,251.0,30160.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.291288,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,2592.0,DF,0.0,64.0,6.0,11422.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699244.0,1910804794.0,5.0,0.0,PA,251.0,33041.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.29147,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20017.0,,0.0,128.0,6.0,59675.0,192.168.1.3,10.211.55.5,[],80.0,52084.0,1910804794.0,2381699387.0,5.0,0.0,A,16384.0,13884.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.291527,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20018.0,,0.0,128.0,6.0,58605.0,192.168.1.3,10.211.55.5,[],80.0,52084.0,1910804794.0,2381699387.0,5.0,0.0,PA,16384.0,10061.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.292121,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,2593.0,DF,0.0,64.0,6.0,11564.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699387.0,1910805863.0,5.0,0.0,A,249.0,28950.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.292257,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,2594.0,DF,0.0,64.0,6.0,11563.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699387.0,1910805863.0,5.0,0.0,FA,249.0,28949.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.292728,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20019.0,,0.0,128.0,6.0,59673.0,192.168.1.3,10.211.55.5,[],80.0,52084.0,1910805863.0,2381699388.0,5.0,0.0,A,16384.0,12814.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.292791,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20020.0,,0.0,128.0,6.0,59672.0,192.168.1.3,10.211.55.5,[],80.0,52084.0,1910805863.0,2381699388.0,5.0,0.0,FA,16384.0,12813.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.292893,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52084.0,80.0,2381699388.0,1910805864.0,5.0,0.0,A,249.0,28948.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.292983,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,38465.0,DF,0.0,64.0,6.0,41207.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374015.0,0.0,10.0,0.0,S,32120.0,28094.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659095873, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.307639,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20021.0,,0.0,128.0,6.0,59663.0,192.168.1.3,10.211.55.5,[],80.0,52086.0,487698329.0,3346374016.0,7.0,0.0,SA,32768.0,803.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.309558,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,38466.0,DF,0.0,64.0,6.0,41226.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374016.0,487698330.0,5.0,0.0,A,251.0,44525.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.309714,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,38467.0,DF,0.0,64.0,6.0,41082.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374016.0,487698330.0,5.0,0.0,PA,251.0,47406.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.309875,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20022.0,,0.0,128.0,6.0,59670.0,192.168.1.3,10.211.55.5,[],80.0,52086.0,487698330.0,3346374159.0,5.0,0.0,A,16384.0,28249.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.309912,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20023.0,,0.0,128.0,6.0,58600.0,192.168.1.3,10.211.55.5,[],80.0,52086.0,487698330.0,3346374159.0,5.0,0.0,PA,16384.0,24426.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.31031,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,38468.0,DF,0.0,64.0,6.0,41224.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374159.0,487699399.0,5.0,0.0,A,249.0,43315.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.310423,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,38469.0,DF,0.0,64.0,6.0,41223.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374159.0,487699399.0,5.0,0.0,FA,249.0,43314.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.310793,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20024.0,,0.0,128.0,6.0,59668.0,192.168.1.3,10.211.55.5,[],80.0,52086.0,487699399.0,3346374160.0,5.0,0.0,A,16384.0,27179.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.310849,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20025.0,,0.0,128.0,6.0,59667.0,192.168.1.3,10.211.55.5,[],80.0,52086.0,487699399.0,3346374160.0,5.0,0.0,FA,16384.0,27178.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.310978,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52086.0,80.0,3346374160.0,487699400.0,5.0,0.0,A,249.0,43313.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.311083,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,62912.0,DF,0.0,64.0,6.0,16760.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670203935.0,0.0,10.0,0.0,S,32120.0,8020.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659095891, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.325452,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20026.0,,0.0,128.0,6.0,59658.0,192.168.1.3,10.211.55.5,[],80.0,52092.0,2134032494.0,2670203936.0,7.0,0.0,SA,32768.0,16852.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.32724,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,62913.0,DF,0.0,64.0,6.0,16779.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670203936.0,2134032495.0,5.0,0.0,A,251.0,60574.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.3274,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,62914.0,DF,0.0,64.0,6.0,16635.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670203936.0,2134032495.0,5.0,0.0,PA,251.0,63455.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.327652,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20027.0,,0.0,128.0,6.0,59665.0,192.168.1.3,10.211.55.5,[],80.0,52092.0,2134032495.0,2670204079.0,5.0,0.0,A,16384.0,44298.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.327736,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20028.0,,0.0,128.0,6.0,58595.0,192.168.1.3,10.211.55.5,[],80.0,52092.0,2134032495.0,2670204079.0,5.0,0.0,PA,16384.0,40475.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.328351,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,62915.0,DF,0.0,64.0,6.0,16777.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670204079.0,2134033564.0,5.0,0.0,A,249.0,59364.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.32846,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,62916.0,DF,0.0,64.0,6.0,16776.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670204079.0,2134033564.0,5.0,0.0,FA,249.0,59363.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.328885,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20029.0,,0.0,128.0,6.0,59663.0,192.168.1.3,10.211.55.5,[],80.0,52092.0,2134033564.0,2670204080.0,5.0,0.0,A,16384.0,43228.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.328929,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20030.0,,0.0,128.0,6.0,59662.0,192.168.1.3,10.211.55.5,[],80.0,52092.0,2134033564.0,2670204080.0,5.0,0.0,FA,16384.0,43227.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.329041,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52092.0,80.0,2670204080.0,2134033565.0,5.0,0.0,A,249.0,59362.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.329142,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,31444.0,DF,0.0,64.0,6.0,48228.0,10.211.55.5,192.168.1.3,[],52098.0,80.0,1132331533.0,0.0,10.0,0.0,S,32120.0,36085.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659095912, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.3467,Ddos
